NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS; Nº ALUNOS 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;906967;SALVADOR ALLENDE GOSSENS PRESIDENTE;Congo, República do; 1 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;906967;SALVADOR ALLENDE GOSSENS PRESIDENTE;Venezuela; 1 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;906980;MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA;Angola; 13 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;906980;MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA;Bolívia; 1 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;906980;MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA;Japão; 1 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;906980;MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA;Paraguai; 1 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;906980;MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA;Peru; 1 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;916766;CONJUNTO HABITACIONAL ITAQUERA IV I;Bolívia; 7 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;925226;ESTHER DE FIGUEIREDO FERRAZ;Bolívia; 5 
ESTADUAL - SE;LESTE 3;JOSE BONIFACIO;SAO PAULO;8;925226;ESTHER DE FIGUEIREDO FERRAZ;Nigéria; 2 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3128;DECIO FERRAZ ALVIM PROFESSOR DOUTOR;Bolívia; 5 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3128;DECIO FERRAZ ALVIM PROFESSOR DOUTOR;Haiti; 8 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3128;DECIO FERRAZ ALVIM PROFESSOR DOUTOR;Japão; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3128;DECIO FERRAZ ALVIM PROFESSOR DOUTOR;Paraguai; 3 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3128;DECIO FERRAZ ALVIM PROFESSOR DOUTOR;Peru; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3128;DECIO FERRAZ ALVIM PROFESSOR DOUTOR;Venezuela; 7 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3244;ADHEMAR ANTONIO PRADO PROFESSOR;Bolívia; 3 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3244;ADHEMAR ANTONIO PRADO PROFESSOR;Suíça; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3244;ADHEMAR ANTONIO PRADO PROFESSOR;Venezuela; 9 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;3311;ANDRE NUNES JUNIOR;Venezuela; 2 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;36961;MOZART TAVARES DE LIMA PROFESSOR;Argentina; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;36961;MOZART TAVARES DE LIMA PROFESSOR;Bolívia; 9 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;36961;MOZART TAVARES DE LIMA PROFESSOR;Paraguai; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;39251;CARLOS HENRIQUE LIBERALLI PROFESSOR;Bolívia; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;39251;CARLOS HENRIQUE LIBERALLI PROFESSOR;Venezuela; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;40472;ORLANDO SILVA;Haiti; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;40472;ORLANDO SILVA;Venezuela; 2 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;48653;MOACYR AMARAL DOS SANTOS;Venezuela; 4 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;908782;VALENTIM CARRA PROFESSOR;Paraguai; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;908782;VALENTIM CARRA PROFESSOR;Venezuela; 9 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;909117;ISAAC SCHRAIBER PROFESSOR;Haiti; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;909117;ISAAC SCHRAIBER PROFESSOR;Togo; 2 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;909117;ISAAC SCHRAIBER PROFESSOR;Venezuela; 4 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;910831;GERALDINO DOS SANTOS DEPUTADO;Bolívia; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;910831;GERALDINO DOS SANTOS DEPUTADO;Haiti; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;910831;GERALDINO DOS SANTOS DEPUTADO;Venezuela; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;923278;SILVANA EVANGELISTA PROFESSORA;Bolívia; 2 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;923278;SILVANA EVANGELISTA PROFESSORA;Haiti; 6 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;923278;SILVANA EVANGELISTA PROFESSORA;Venezuela; 1 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;923916;MARCOS ANTONIO COSTA PROFESSOR;Bolívia; 9 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;923916;MARCOS ANTONIO COSTA PROFESSOR;Haiti; 2 
ESTADUAL - SE;LESTE 3;SAO RAFAEL;SAO PAULO;8;923916;MARCOS ANTONIO COSTA PROFESSOR;Venezuela; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2616;MARIA AUGUSTA DE AVILA PROFA;Angola; 7 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2616;MARIA AUGUSTA DE AVILA PROFA;Argentina; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2616;MARIA AUGUSTA DE AVILA PROFA;Bolívia; 10 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2616;MARIA AUGUSTA DE AVILA PROFA;Congo, República Democrática do (antigo Zaire); 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2689;EXERCITO BRASILEIRO;Bolívia; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2689;EXERCITO BRASILEIRO;Portugal; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2689;EXERCITO BRASILEIRO;Venezuela; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2690;JOAO RAMACCIOTTI PROF;Bolívia; 6 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2690;JOAO RAMACCIOTTI PROF;Cuba; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2690;JOAO RAMACCIOTTI PROF;Portugal; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;2690;JOAO RAMACCIOTTI PROF;Venezuela; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;36559;AUGUSTO BAILLOT PROF;Bolívia; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;43722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;Angola; 10 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;43722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;Bolívia; 9 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;43722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;Congo, República Democrática do (antigo Zaire); 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;43722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;Congo, República do; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;43722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;Peru; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;43722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;Venezuela; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44283;OCTACILIO DE CARVALHO LOPES PROF;Angola; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44283;OCTACILIO DE CARVALHO LOPES PROF;Bolívia; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44283;OCTACILIO DE CARVALHO LOPES PROF;Venezuela; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44295;ORESTES ROSOLIA PROF;Angola; 6 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44295;ORESTES ROSOLIA PROF;Argentina; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44295;ORESTES ROSOLIA PROF;Congo, República Democrática do (antigo Zaire); 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44295;ORESTES ROSOLIA PROF;Haiti; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44295;ORESTES ROSOLIA PROF;Venezuela; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;46279;ANTONIO SYLVIO DA CUNHA BUENO;Angola; 5 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;46279;ANTONIO SYLVIO DA CUNHA BUENO;Bolívia; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;46279;ANTONIO SYLVIO DA CUNHA BUENO;Dominicana, República; 1 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;46279;ANTONIO SYLVIO DA CUNHA BUENO;Haiti; 3 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;Angola; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;Bolívia; 2 
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;Venezuela; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;2598;ASTOLFO ARAUJO DEPUTADO;Afeganistão; 3 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;2598;ASTOLFO ARAUJO DEPUTADO;Bolívia; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;2598;ASTOLFO ARAUJO DEPUTADO;Colômbia; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;2598;ASTOLFO ARAUJO DEPUTADO;Guiné-Bissau; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;3098;ASCANIO DE AZEVEDO CASTILHO PROF;Bolívia; 5 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;3098;ASCANIO DE AZEVEDO CASTILHO PROF;Colômbia; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;3098;ASCANIO DE AZEVEDO CASTILHO PROF;Peru; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;3153;LUZIA DE QUEIROZ E OLIVEIRA PROFA;Argentina; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;3153;LUZIA DE QUEIROZ E OLIVEIRA PROFA;Bolívia; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;43928;JORGE DUPRAT FIGUEIREDO;Afeganistão; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;43928;JORGE DUPRAT FIGUEIREDO;Angola; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;43928;JORGE DUPRAT FIGUEIREDO;Bolívia; 4 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;43928;JORGE DUPRAT FIGUEIREDO;Colômbia; 3 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;43928;JORGE DUPRAT FIGUEIREDO;Venezuela; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;48641;PAULO LAURO DR;Argentina; 3 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;48641;PAULO LAURO DR;Bolívia; 12 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;48641;PAULO LAURO DR;Paraguai; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;901714;CAMILO MARIA CAVALHEIRO DOM;Bolívia; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;901714;CAMILO MARIA CAVALHEIRO DOM;Peru; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;902238;MARIA JOSE BARONE FERNANDES PROFA;Bolívia; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Afeganistão; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Angola; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Argentina; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Bolívia; 8 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Estados Unidos da América; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Haiti; 4 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Peru; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;907112;SERGIO DA SILVA NOBREZA PROF;Venezuela; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909002;ANTENOR SANTOS DE OLIVEIRA PROF;Afeganistão; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909002;ANTENOR SANTOS DE OLIVEIRA PROF;Bolívia; 3 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909014;PARQUE SAVOY CITY II;Bolívia; 6 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909014;PARQUE SAVOY CITY II;Colômbia; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909014;PARQUE SAVOY CITY II;Haiti; 3 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909014;PARQUE SAVOY CITY II;Venezuela; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909026;A HEBRAICA;Bolívia; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909026;A HEBRAICA;Cuba; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909063;FRANCISCO GLYCERIO DE FREITAS DR;Chile; 1 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;909063;FRANCISCO GLYCERIO DE FREITAS DR;Venezuela; 2 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;924209;IVO BANDONI PROF;Bolívia; 4 
ESTADUAL - SE;LESTE 4;CIDADE LIDER;SAO PAULO;8;924209;IVO BANDONI PROF;Venezuela; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;3104;CIDADE DE HIROSHIMA;Bolívia; 12 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;3104;CIDADE DE HIROSHIMA;Colômbia; 2 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;3104;CIDADE DE HIROSHIMA;Costa do Marfim; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;3104;CIDADE DE HIROSHIMA;Peru; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;3136;LINA DA COSTA COUTO PROFA;Bolívia; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;39248;QUINTILIANO JOSE SITRANGULO PROF;Argentina; 2 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;39248;QUINTILIANO JOSE SITRANGULO PROF;Bolívia; 4 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;39248;QUINTILIANO JOSE SITRANGULO PROF;Venezuela; 4 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;41713;JOSE DE OLIVEIRA ORLANDI;Filipinas; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;41713;JOSE DE OLIVEIRA ORLANDI;Haiti; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;41713;JOSE DE OLIVEIRA ORLANDI;Venezuela; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;41725;MARIA FERRAZ DE CAMPOS PROFA;Argentina; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;41725;MARIA FERRAZ DE CAMPOS PROFA;Bolívia; 4 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;41725;MARIA FERRAZ DE CAMPOS PROFA;Camarões; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;41725;MARIA FERRAZ DE CAMPOS PROFA;Suriname; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;902810;JOZINEIDE PEREIRA GAUDINO;Angola; 2 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;902810;JOZINEIDE PEREIRA GAUDINO;Bolívia; 6 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;902810;JOZINEIDE PEREIRA GAUDINO;Colômbia; 2 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;902810;JOZINEIDE PEREIRA GAUDINO;Estados Unidos da América; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;902810;JOZINEIDE PEREIRA GAUDINO;Nigéria; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;902810;JOZINEIDE PEREIRA GAUDINO;Venezuela; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;909087;KIMAKO KAMADA KINOSHITA PROFA;Bolívia; 1 
ESTADUAL - SE;LESTE 4;PARQUE DO CARMO;SAO PAULO;8;914812;MANOEL DE MELO MISSIONARIO;Bolívia; 4 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;2331;PILAR GARCIA VIDAL DONA;Angola; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;2331;PILAR GARCIA VIDAL DONA;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;2331;PILAR GARCIA VIDAL DONA;Venezuela; 4 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3189;ALFREDO MACHADO PEDROSA PROF;Angola; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3189;ALFREDO MACHADO PEDROSA PROF;Venezuela; 6 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3232;ADELINO JOSE DA SILVA D AZEVEDO PROF;Venezuela; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3273;SAO JOAO EVANGELISTA;Bolívia; 2 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3300;ALFREDO ASHCAR PROF;Bolívia; 3 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3300;ALFREDO ASHCAR PROF;Haiti; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;3335;WALTER BELIAN;Venezuela; 7 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;39354;VICTORIO AMERICO FONTANA PROF;Venezuela; 3 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;41701;MARIA LOURDES ROSARIO NEGREIROS PROFA;Bolívia; 4 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;41701;MARIA LOURDES ROSARIO NEGREIROS PROFA;Paraguai; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;902639;JOAO CAMARGO PROF;Bolívia; 6 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;902639;JOAO CAMARGO PROF;Venezuela; 16 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;909051;LOURENCO ZANELATTI;Bolívia; 2 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;909075;WILFREDO PINHEIRO PROF;Angola; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;909075;WILFREDO PINHEIRO PROF;Argentina; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;909075;WILFREDO PINHEIRO PROF;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;909075;WILFREDO PINHEIRO PROF;Venezuela; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;909099;JOAO SARMENTO PIMENTEL;Peru; 1 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;909130;INAH JACY DE CASTRO AGUIAR;Bolívia; 4 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;922894;SAPOPEMBA;Angola; 3 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;922894;SAPOPEMBA;Bolívia; 2 
ESTADUAL - SE;LESTE 4;SAO MATEUS;SAO PAULO;8;922894;SAPOPEMBA;Venezuela; 6 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;1727;VICTOR MIGUEL ROMANO PROF;Venezuela; 8 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;1752;AROLDO DE AZEVEDO PROF;Angola; 3 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;1752;AROLDO DE AZEVEDO PROF;Bolívia; 2 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;1752;AROLDO DE AZEVEDO PROF;Chile; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;1752;AROLDO DE AZEVEDO PROF;Venezuela; 5 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;1818;JOCELYN PONTES GESTAL PROF;Venezuela; 3 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;3165;JANDYRA VIEIRA CUNHA BARRA PROFA;Angola; 5 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;3165;JANDYRA VIEIRA CUNHA BARRA PROFA;Uruguai; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;3165;JANDYRA VIEIRA CUNHA BARRA PROFA;Venezuela; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;37813;DIDIO DA SILVEIRA BALDY PROF;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;37813;DIDIO DA SILVEIRA BALDY PROF;Venezuela; 4 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;39093;JULIETA TERLIZZI BINDO PROFA;Haiti; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;39093;JULIETA TERLIZZI BINDO PROFA;Venezuela; 7 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;48628;EMIR MACEDO NOGUEIRA JORNALISTA PROF;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;48628;EMIR MACEDO NOGUEIRA JORNALISTA PROF;Venezuela; 2 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;48636;ROMEU MONTORO;Equador; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;268288;FAZENDA DA JUTA VI;Venezuela; 2 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;901702;MIGUEL SANSIGOLO PROF;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;901702;MIGUEL SANSIGOLO PROF;Japão; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;901702;MIGUEL SANSIGOLO PROF;Peru; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;901702;MIGUEL SANSIGOLO PROF;Venezuela; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902226;SHIRO KYONO DEPUTADO;Angola; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902226;SHIRO KYONO DEPUTADO;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902226;SHIRO KYONO DEPUTADO;Colômbia; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902226;SHIRO KYONO DEPUTADO;Venezuela; 6 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902792;JULIETA FARAO PROFA;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902809;ARTHUR CHAGAS JUNIOR PROF;Angola; 2 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902809;ARTHUR CHAGAS JUNIOR PROF;Bolívia; 1 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902809;ARTHUR CHAGAS JUNIOR PROF;Haiti; 2 
ESTADUAL - SE;LESTE 4;SAPOPEMBA;SAO PAULO;8;902809;ARTHUR CHAGAS JUNIOR PROF;Venezuela; 6 
